customer_id,age
0036875772a8eeb391b8cd7226283fdd,31
00380c010de38d578d02117f6d0b88e7,56
0039b3e41ac6615814a0b44a8992bff5,47
003a75d228dc67cb2918e40c2aacc4bf,49
003b595c764773e20e0949b6fba7b1dc,31
003bc8d06ebed9d146eb9f100d0a89ae,33
003bdf7fd8312f9d14a4b979f3747334,53
003c7cadba4f182b9f22d7d5ea7a5003,72
003cb2c7ce25d8af8556fb456f903546,64
003cbe6a43560a8b6fd2c07531257c2d,41
003e45472805afa1ee701d83284fa22b,72
003eab528664e1bd677218ef4be086ac,49
003ec17a1389fa302f3a0423dddd8650,65
003f7d92ac63c512bb6584219806f8df,72
0040a8417928d0d5abd5169cd7877181,29
0040b00970e2139e8c43b647c0da5305,63
00411811e3b661e746a6e1ce1f0878ab,59
0041d7b768cb115092fa0f5d55638d06,39
00426311a53f3c052943c88b692a3be2,39
0042d04ee8231b36dcb29aac213f5db4,39
0043b0afd67fb3af74360d2893b9a530,42
004440537b68545ca3c341d7279bc4c0,71
00447b6bd39c4a0f6366b05948f9e2e3,42
00459c4eb23e40414ca067d06fa303d4,68
0045ac1c0957bc92e109f71e4941fa49,35
00474d2582fd72663036795b7ab8cfc1,46
004937d0f9d6ce15c2830c00c2f482e5,22
00498d14e21c58ed2feb5d5feb4cd706,73
0049e8442c2a3e4a8d1ff5a9549abd53,62
004a2b3e8b026284407c620f4f01f686,51
004d41e9bf012c669db1a257888d85a2,44
004df18653e9438571e9d294776a5c5c,30
004ee20df425002ed78553e1f50caa3e,40
004f39eb181d53fa796fe82ce7a0cbd5,71
00502500a53243e07961383bf1a6fa82,39
005092c23e81812fbbe11fc6cf7e5316,42
0050b4dd994efa94b2cd3210e4cecf32,27
0050ee32fbb93383fb0d9e3d8ee89a07,37
0051337a96842850e1ec728dd158f4b3,55
005196c65bab2861e397cc85bc7664bf,58
00520034b873d2cdfe098fd0a634d03d,27
0054556ea954a76ad6f9c4ba79d34a98,33
005460bea0518c7354f01adf10012184,18
0054f2f885ca69abcf4935c9506d7851,54
005596395ca3acd0433fe7d6f95a028e,71
0055e9b290953716739bd94a256a4144,47
0056a2580b5c68cfa6b43c6ef6adbc03,60
00573ea7a2ac9dff51ac3d177cd6eaea,30
0057f8b7c332d630b992d6a8ca79748c,68
0058153a752ee674162564afb1191d25,33
00581d55862aecc8cbc7d701a27bc285,18
0058ebe2dc136d918dd001968cfa5903,75
005b65c9a6485aa1b7ac382dd87b018f,74
005c36bfaa8710aaf61e4b1712ccd658,54
005c611fb96be942e75d22129c370268,66
005e2fff255d3d69e6cfc8c4928d33a9,28
00618f4116647066768ca73893989605,54
0061937e85c708a41f5d5b24405d0f50,66
00620f738107803e6c0f6818a7a3b7e3,72
00624707c8556199de70cac1593e7088,55
0062859a8f89e25c6b0e8dc905ccc59d,64
0063913c2f1878cc471de963dc0571c4,46
0063bdf3bf91260f76973a4af6f9199e,56
006431d77c665533ac99b501d8a6ab06,70
006496598c918064dc19eef95e5e47f8,28
00650b839d32a071b1025af8ca26dd13,55
00652f7a6e012d58f58fefd69d1a1ea4,57
0065c96aca557c0919dd5cdee546f8b1,34
00660e817a39486a37c26b071d0741f8,70
0066d0530824a5e8044c71af62dea8d5,58
00674fe0f6a6f190bd022dbca99795dc,18
006866a6f9ef10d3a85292859c4deae1,55
0068a2209e2c7631566539fef4331bf8,19
0068b31b2dd799c334e7b6283333f84a,56
00694a1bf2da47e37b2bd3193eeae839,74
0069f43bfc018147f03b7a0f64fa00bd,56
006a5d6b5f648f3811fd4fa94d93a67c,54
006b5498d9494c061f8c2f80a6c2f343,52
006ba1709128094a7047a4fa349f9bc8,75
006d300ffcb82917c9866dd5a507dbe6,65
006d7cf1f4f5fb1c805d2d7cacc8049d,36
006e0e7aa73b77bfcc0c4b2a3f3ab0cc,28
006e35001c6c8c65ad4b20a8925d2b9f,30
006f0d8cda092921f2cd9159db212237,22
006fffc5b0accd275de3e3a4b6d0832d,72
00701ade29704fc9aa33a8766b082cb6,53
0070e3e36dad141bed98c6dd5b3d1216,19
007182cdc3e8e2d3d4ce0b00b9004630,39
0072357d0a3394d268c6abb9e30aaafe,42
0074a15febc9459ab2f999ea0e22c8d6,19
0075589b789b6bce7b058adab7e9a6f5,20
007612fef51262f4762d32add5d128cc,26
00765aebd8e20a9a8aa8c28d0099a938,45
007732425b3cfb147a3ca928ce907cc1,45
00785e4d6fd1ab53e7de20c730c070f1,22
0078867a1043bd408c6134cf5ca1bbf5,59
00788705370da606e9f8390258b9e977,75
0078c6b33ae4a3f03de57a8ad36648e1,49
00791d8bb3acb245dc0b865656e18fff,60
0079368290cd7f161d62e7df9377d8ce,26
00796be07bfc87dad2e31ef15490a718,34
007a444502902587d7aa72af38cbd1de,36
007a6cde976f335c04a22d7043dd23f0,39
007b18ac9b8a627f259ea78aed981315,34
007b7f04a35e02745c23ea706492ca20,53
007c76c2ab6101f00798548775dfdbaf,69
007d1c8a4fe2a7d4233d5ad3ea74a29b,46
007da0ded5420c2ac9cdcdc758841cde,60
007dca6150a323ecb560d11f2a3615a2,61
007dd470bdcf9dc8ffcd44beb79dc18c,70
007e99fec9d53dfa4e5d8be9c2b36ca7,27
007ff1d42a6a44f0e16e18d2d7d5f72e,56
0080e98d82eceee143dc006defe00687,52
00838729460c2110a0bd330a4bb9b332,72
0083d9cca92e71d03d298721b572a77b,37
008598a4ca17eba904c5fed695cb13be,20
008657b86f500495539ffa6d275351b7,31
0086b541a59fa554e7953e2d3c285285,64
0088393a302a84e57cc69c9d365f5efa,18
0088395699ea0fcd459bfbef084997db,46
008871f261eb4390ca7a1ded607ea417,23
008943f202ed451804dfc1c23248eeb0,64
0089c34393989276de67746531e0df21,18
008d16b47540f172f75b765d5ea1eed0,27
008d7d751e72ae684c0d31bc988b36fb,24
008def95c3ec7f58d2cc8f2b1d2c3feb,59
008e75e0f20ba6d6cc41923596b83693,36
008f931f2de5414536a04cdd033bea60,32
009043346db59e970bcad7e5a6e590ca,34
0090571a7077aaa71825c98f660695df,36
00914220fb44a373f667e19ed450e8df,29
0092770b2a1471643d88b60d6b804464,61
0092ebfee8043dae610fab832e61acff,22
00931b6a1ae01ead1f98d4e1d1547106,35
00931eabd5b24b4a2d97ec779d739631,42
0093a68265f18be3adbbe054dc4c9295,73
0093eadfb5536c158311672bdf418044,38
00949af96107ff1f55bc0f09e913686d,64
00951234ffc26898cb0f62b8c0e89f88,68
0095298db7c70d082c2584d4eb496654,20
00953228b409090c774d955f2ab881e5,50
009556b29007b7233895402fac956591,41
0095d34ddb16f0d0776fc9f2a341dfcd,58
0096dd625383caa8afe2c028018bf4ce,23
0097c5abeb126a90646370f4a1cf3d93,33
0098400373e087d3c231fb5d37834fde,44
0098c4d01b3588b0b61ac012e5e4b228,74
00993c1bdbff4f24ca6b8124b4cf5a1f,56
0099a73bb9e6010fad1106f3dbadfc1d,28
0099bfdae84652b1df38e27c0fc216e3,28
009aac1d726cf431e9cff8be1f7d9ca5,61
009ac0aeacb7e5c368452976385b7903,53
009bd844996868ab5166ade7dd9ab471,41
009c825b4f96c0c03731ac38b6e1c6ea,38
009c99241ad4ac86427982c474c18771,25
009c9d2be03f80df9ef29fade7f998f3,33
009e30667771830117017cf8581b98a5,55
00a02bdfd1741b999de5e2ccfdb8cfc8,42
00a16acd591b4bb112f2e94c7d2f9936,57
00a1edfeac0ce7adf9357b89c9659eb2,54
00a2277d94755da60c916bab098b9b49,32
00a39528c677a55852f57235f988b837,74
00a40841820d0d2a51c5fc110eba37ed,59
00a49178247b91322bdca02625e81f7a,20
00a572d0c25a9ea5e283ea2da267ba8d,59
00a5ee1a809dde5ccdb5b8c58531c343,31
00a6e2753fc2652cb87386ffbf5792b2,70
00a7f6b5d305216d76ab1accbfe123b9,47
00a7f9b60493b4b11601b42e5f31eac9,43
00a860aeb15fb205efdb0c689d8f9c6a,51
00aa3aa0438ac8a9e8a9378171ccd055,30
00ab90b4fd9fa3d490ab687f992763d6,29
00abf30c1a93c7c8b509cb80a22e4dd8,65
00acc750f0c2bda99b95c4043ff1e662,58
00aee581138f207eb71f58811aae25d1,44
00af1761df71da362764c51bb96f5118,29
00af928c0a307dfdb37122943a1e6902,22
00b14856ef33f09ac83df50620ce60b1,43
00b16eaf1e6b6bd4eeb54f97fc31f172,47
00b196cc59531c4dbba23e94fff01d6c,38
00b2b9682f5c2a1f7cf1312ce6a0ea9d,24
00b2fdba41164ba7de5052652fb86231,65
00b366712a38454d2e62c9d2509d0623,25
00b4054d851ec464f6fb745fab627439,59
00b4a445a17922526d9b64e567ac2865,25
00b5072ef1192bc4d02e1d6264317bb0,20
00b6731ea206414be73f8c73bec1951e,25
00b694184c8c2f2a565e4def5a00b8ee,20
00b78d0d0484fc9f3e1138e1ab752db6,21
00b7c3578d5231b0b60a62414118652b,26
00b7c3aa68e7f0e83117105ee4964a49,73
00b7dcb6e32230f09195eb0e9aa1a94b,70
00b96a156e6827442e5ec7c620a39d24,51
00b9f074bf913ebcb8e7b9d7f8398782,46
00ba24d5e8869fd25950fd26c098ee20,29
00ba72dac5dae2776b5bfcf799a956b2,23
00ba767af52461bf567696d2a6d2909f,60
00ba7e4052ff6531f4e8aa0b0054318b,71
00bad631eaa8723983a6c7e2f910dfca,74
00bae1a0d3566c3af0c3c67fd2204935,48
00bb27539e10159490e73842a90b173e,22
00bb2dd15521a8a428bb530b4cabb403,26
00bd25230af840df218e6902df6ac894,74
00bd2f03a3aeb727b9c7bf7c2a1c094b,41
00be672c9d26099d6fd918cf76a4ef67,43
00bf0246fe43d0dac8842035f21f8a76,23
00bf225ae2b2d6a141e31acf971c4a03,42
00bf77539bad79ed21c55cdea4375985,28
00c042af846ab3125854b4abc3bf25a6,23
00c120d7afbe4803d4771a8f3696ec85,59
00c1cef22f54b3d3935e1c145b0c6ec6,71
00c23397b535962f65c89900d6a9ab22,51
00c2781c163b9f057924ed8c45c724d4,63
00c32f58ea39ae8132d9b1a32b81b167,36
00c36dc4ec485e2500e9a669d6ea63d6,75
00c38945ab09a0f226419274da4675e4,49
00c3e2f6fe2448015cbd44f4b7814273,26
00c5a25662a028f00093f247b945f959,45
00c5b008c1465e327578fdacf185ccfa,23
00c634fb2feeb4e2767a916c2375c9b8,30
00c6436d2afd5923cba3f19f9542b140,22
00c7c6f2aaf86b1a5a386b103b67b218,52
00c7e84c0c77753093b456d787638eed,58
00c82b169fb6a103c5274dc731295a98,49
00c86cc609174f994caee1818b788e05,20
00c9ed767059efd304546d437c9d171d,73
00ca4dec2a491c4c1a9081a3c5a1e8b1,45
00ca6e4277e535d41bda84d371310be2,57
00cca8735b2e7b89dc267f378e5c9e8d,68
00ccce5462294b682e2a5b34bc37c3d5,64
00cd48b2051a1518d6d33ffd01dbfcb6,23
00cd55d78c1db8aa5f78e95d363373e4,61
00cebf30eafc51ca426a54082d26ddf3,50
00cef6d9683eaa39aaf401e3b02bdbca,32
00cf7bb323cf933b841728576c4de744,73
00d1bd043022c327bc464ded6b731f4a,75
00d4a861a9e1ec05df44712a80bfd55d,50
00d4c7cec24152e73f88312fdbf09ffa,54
00d59ed5b36bbeac2deb4e7256a39fb4,44
00d7e038b53f4b3ed3036d2d016e51c4,49
00d88dff8797c35f7db7739109ba8cb3,34
00d8b72b2807894a9e5c690179132819,60
00d9314fb3f147133d0dae548abab307,18
00d97ddbc2cafa83bc2412d11da98d88,66
00da45766aa7d360508cf25434334a8d,41
00da48d824214ffba48ab43f5b1d29a0,30
00daf19c19d0fa15a86284fa7293b5ac,63
00dcc20224e6a230aa9f7ff8fb6f29f8,35
00de350c10e898eb927e6a5440a30191,28
00e0a2be19aca747d3051ed15e18b77a,51
00e13fc0014cb95fde8d8eb1d3d84195,34
00e144a7e8e11d93c3c4f12558735f03,18
00e200fe66bc8553bd83681887d6176f,47
00e20d0af2000bc5415d945981b3bd31,75
00e3fdbce18ef97f5b13e1cc27e9dc98,31
00e4dd8d5ecaa00de8c6671679b58045,64
00e5b2926b61c618f32e26a8683d84c7,72
00e6cc9509687bc594c4cbe302bd2115,73
00e6ef8a68edd7a3d2221bcf18656b7e,35
00e731383e6ee1e27962b8707c82d8cc,65
00e7c7983371f6e0c6ce890040d431db,43
00e7c822a5cd0647e9251fc711276ea7,56
00e8bdabd8d9dec7728bf9a885f7cff9,50
00eb2bf26ade27447b6532561c6a402d,55
00eb46a6c173fdad0c058d8650deefd9,56
00ec3ab027d83e9b77d525b2e6b823e7,43
00ed8dde25f27c50ed32e0c4f1f8e76e,60
00ee00c99d468f838abf1d6d7044b2aa,33
00ee08bd4046a080a8ec38c5e0937372,58
00eeecca2b37c96ce302d0428ee46ccf,37
00efae0d386ce3132b63e35b3aa79ec6,55
00efb24cd00f8eda8e85e3c3e0f2eb66,74
00efd0bb67f3af4d73269668a6cc8b49,59
00f31970034cf8ebd290529f7a97beb9,58
00f394e6fc446865ac4097b6db69ef4a,41
00f3b3a7cd0b6566435090c7fbda03a2,29
00f4202fec304d8f984a33eddc630e0f,59
00f5111aa1572c08c765f48e20edf87b,38
00f5116a953fdf1b86dd0deb055c0e12,38
00f539ee95c97870a2a4f261a2d96ba4,19
00f58ffb9b2f2764032aca4e22330725,53
00f6217307f712298d8e47215f0bf2ad,66
00f625f67cffbda090bb7bd168821482,24
00f6b2176ddb649359d064053de50c2e,28
00f73459a4d3be97ff307dc869da0aa9,68
00f782305075b457bfe7fb38cf6562a5,53
00f83de98e791c2a4b779f7e61a4cf28,33
00f8a4bbb515bfe8f84f9cfa45621250,49
00f8ac751ae484a82adb20b42ad1aca7,38
00fb3db8be6fffc03c156297ff70c1b9,21
00fb49c2869c0797c3bf65f269f1510b,31
00fb765118b6d3b18dfc763dc3729a5b,71
00fd2c64e6e3f94a81541196fc536f4f,22
00fd7dfb540f22f5fa85fe9ecfb82fd3,61
00fd9131670312e3292287415ee2e498,47
00ffaeed5dc4a18cf44151b40f81a96f,60
00ffbb23812bc76062322afd86d8cbf7,68
010099752e4ca60e61c8a4a669ea9fe5,45
01016b17e79a0a428384c6916b426aed,26
0101e1c05e39f58731e21081f3ea410a,19
010583f85dd55d32a6db1068f58ca6f1,27
0105f165f3be4b229fcca1cba2349186,54
010714eb89c36dd92fee08385cc1dd6b,66
01077b7579fd4c86971c6598bd550ee5,57
0107c38d1ad737e7508cc65067b25d10,45
0107d0717619fc7e17ba5fdd7c9aad36,30
0107ed88ec010416e20cacf67d2c905c,30
0108bac6b3f1f9f0fb88a1f0c0763919,60
01095519ab759274152540845a1d2004,45
010ac941a52f7717d87471a7da831cd0,48
010be179fab38706ae5cf77170b038e3,27
010c5ccfc9a9135b8c89e2d66f5fb8f5,67
010c697e9133c540d8acf1535533f7db,75
010d1bac7f6ca46ef1c6fd0c4034cffc,36
010dad3dab8189cba58ae1ca11b8cc09,52
010e2bfece4b4e44fb7a6aa9c2b2b9d0,63
010ebb5ce5da9367a59959153f083968,27
010f3c6e21051748f72f762b9a7cb85d,71
010ff86be8e9b1a1ae1868dc64b05f21,49
0111774394b7b2cd9651eedc6c791bd2,73
0111b8c89dbd979f8d35037954eb6a39,53
01122215dd21ac872ae567ec4e351e01,51
011263a2375678dc8d8fcda1c3e11cd9,18
01156d307fdee5870c27d63afb938bd9,37
0115fdf642d451174def967bd1d55350,56
011671897080a38fa57f3c190a310d49,49
0116b6f7b023ad7b078ead9dc8f68897,58
0117fc26c948641502349399aa649dc0,74
0117fcfe90f5c0df487c5eb4ae067aff,42
0118758814dbb115d346a1e8efa705e9,38
01187871d33eda6ba14aea590bb50d0e,52
01190354aed7ae9e31b5f523699cf01b,24
011a899e735ec86f00f26089cdae09cf,31
011aa301cac8da4d01db88c3180a4058,56
011aa728cdc4c57b506c6c40ac2a7712,18
011b97b83f521e755f03173c96baf57b,52
011caa1d64812e93260454d6e311f330,65
011d2f8468c1be17b9c493a916e31a56,66
011ec289931a2dddb4a0e40191748b3c,65
011f5f2d716eb919dd944494c0db328b,75
011fc4ea8b9a1e857358c71da7dcf852,49
01206a881130146c337962e714f06d66,73
012087f1c663428b54e53b0f69e700db,46
01208d73b8f2d0e10347aae1242a12fa,61
0120f40c1cfb22b538c7f78c8b5265dd,44
0120ff9de7b5aba7cd8676c093f189de,71
01214c5f31d06b6da030e5825b431446,46
0122f471f8b583b4b8262a9ba5870e0e,39
01231f8b1b36a9da85f695b48c2f18b2,35
0123eb191c6ac1d113dd16c4638cba8a,52
012413f25e1a3f143b2001198e916594,71
0124a56e33d9d3da6b8340d2153f60a5,27
0125bee4b30f40607261d06f47b0f38d,51
0125ed303758dc1d7e4d99b000f88768,46
0125fdf9e257f064725f85d1d63085b4,20
012614499e669f2afb78750ab13273c9,63
01268a9cd062a41dbaebe24bd8b07cbf,55
0126adf5308223f7cba2e84f97ac0d9b,63
0126c89d5a7c2b7b2bda098668c7526d,46
0126e712caf48d6cf32ffbdce563d2c3,23
01271eb2284947f2e2abbe53fa15730a,46
0127d98d4a7e205081ddac271d6b8e52,29
01287ad2456ffbd365f2e955dbbcebc7,36
01288d72df4b2a4fb61182da4113ceab,63
012890b678dffa039b23707633b2eff3,48
012938ae26ceaa758b735826636366f8,55
01295bcfd2311c7b510c4c697f82b6be,45
0129ed0b91663e92e982965f3a6245f6,34
012b69962ffef2be728865fe6a90359c,39
012c207234cf4e33fd21cc9bbcb2d1a3,37
012ca3bed937a20fa19642e8e53d831c,51
012e0c27bbc549e7c249ee9042d58f7b,74
0130b37ed963c4a595792582025bdcb0,27
0130ec6b73b4f7fb58e4a4a78774b47b,60
0131193f8b1b149f85f1326ac337effb,56
01311c3c93d566f9b8991cd06a0d33ee,53
01311fef2cb7553344ac33c95e196db1,27
0134ab2fb213ed322c3ae3b0e051582f,18
0135196a168da02f97f00b7300af0baa,27
0137aedb5fd652186dbf05e49d78db59,19
0137af0a69be6d96a77314fa91324ff5,74
0137bbd3e8c493cfa735b98ef18bd1c6,48
0137f0a46fd3e941f09ead2566bd6408,52
0138300525351148ae5c0bfe11efe43c,66
01389f4d25fdacc049ce7dfe96c259e3,74
0138bea323fc76e6968c0fa28a35d9e8,56
01391e5f325943c1d9dee9e6202aa7e5,35
0139721501e0a6fe8f79253f6794ab2d,35
013b46f9a2576623a655fd9469b7c583,55
013bdb994a9c8f09fde3f5f543e698ad,72
013c39ad671a385ad47e7d108dc6517b,71
013e49bb711629177d848e409b7566c5,62
013e4fc1800b9973a92b450d18c4f658,36
013e5c6a0f2d8fef75ebb90f05b0ca59,69
013f6eb268d33338ee175ffe2ed24204,22
0140bb3a2e24b8dd7a341eaf707b440e,48
01414201d70bd508e1eee33ff67d2453,36
01415cfeb907d8ce0e17075b4c097fe9,33
0142101e44b97fe8041e8bacfff65ef2,44
0142bd3182ef8b08ecc4182dfd4ef811,75
0143daf7466a5e7886eb9d1738d293b6,26
0145c94f89448a156864199db4c3b826,48
0145ffd2fcca22ddeebbcd95f7ad890e,32
014693f265c4f52b8c1aa9eb8cd197d5,36
0146c236b4c942e0ed107444e8a90463,74
014734aef2673760779034c8f95ca598,57
0147fbc5c91112d914a4f4a480a0f09e,48
0148732a691a6f017cca48bbffdb172f,64
0148eb6c4d23d56432bc3431ee6a5bee,71
0148f71e97a15ed3cf071ea28250eb87,64
014945a1b791b4b3585bc9d2e8a85d82,20
014a61237c010a8f59e966e34101520f,66
014a9fe1063cfc79c804affbe855a70f,63
014b7917072f3fe8c9ca37d4043c31d1,24
014cb897286d70935bfa3c8eac776b76,42
014e22ebe12fcc0f03d5f3ed1d15f86f,24
014ea662e1cd7ed36b3c44a9539bb34a,19
014f2d069b53eec84aed9b8c1d5ef270,24
014f3e3c0e2ca31a15e844bdf3a25cfb,71
014f4ea4b3ed7aaf2db2f8acb6d96e75,73
014fb09b34197c57ae3c77a43d18475e,59
01503d0b64036165c2f202b538de9308,52
015041e1136a20f44f9cf4bbf29df823,44
01509d555b8b6775f5847912d8c52d46,40
01514a0b29d64250fc301b3413aa0ba3,68
01531516bcefc94ae2fdde494db9fa3b,75
0153b54842840a90cf35a8cd645c6732,54
01541240e24ed7cc26a5e0dd60c57c30,71
0154fa29866c388925f1cb6a76f41368,71
01551ab70b4a96a82ff74e3fdf027837,33
0155478730861c69019d0a41d9bc98f6,31
0156badea44f4ffcaab3ad7572b69e28,47
01570eff130cb5aeca5e6ddc6c14a6ae,46
01571872abf22fe5f1be95d63d768575,69
0157cb863b4453c43468f3825dccdf9d,19
0157d2d9039fc91ade6a389d733d8a16,61
015895fd0bf723100a64b0ead7c69cd6,67
01592d05fdd8a6deb7716ed80a0d18a1,49
015aa1d1ff5524c58b9f0d06f60375a8,47
015bbed5b941c909ebf091ead5eb2a05,60
015bf7d488097b3b632e5b19f1c7621a,20
015c3378ca571c1468e2be925e4dd502,69
015c5e6d8c584992072dd7b69f2fad3e,22
015c9c9ba7524dcb69a8a6d2f383db8c,18
015d0c1d91a5b8042fdc425b5e8c8259,51
015d22bc2ece484d2ec7a18dca4bfd66,71
015e106d9f62b30e48b97bac868b48e6,59
015f98a7155c15075a5f77a37a8205ed,58
015faf9ec36eccd957c0f2782aab09a4,72
016025d2b068f90498479376f9bfcca1,26
016112a43e0319656ab0b25e1d904171,57
016187b76ffe3a8b7709732077de2fc2,64
016199ad9f839e5d3e578fbdeb6f227b,28
01621ab81b760e6e48e8eb3a300c77bf,28
0162379b4069e08e04a6631bc3e9f4e7,59
01627a580ab45fa2f81561f3a7bb1d93,62
016287d04d40c3c1c9625588b9fe4602,75
0163303a840691e9f9378d1e41f4849a,66
0163a9517d96e283b1a883de0e71c826,64
0165051ac7514aff1b132007d915622f,66
0165da25e09d5c73a6d3ba6443d202f3,52
0166c4ebd26a021fe864a0b91761f50f,37
016784346c1119828280815c2c6dda98,54
01678728396c1d107b1da8e70cd63423,50
01681beb55e1150f18db54277a5508e3,24
016890b20bac6cd8155fb02cd3ec3e44,27
01690063395d386d320ea8f5a60cdece,68
016965c9f3a690af0314cdc8389c28e5,75
016976e1a8808cdefd68c7080e3899fe,23
016a3b5b3185854fc7d9ac763c825494,23
016b15d60fe523cbfb8bda340e0cd769,32
016b9c55722fc080b0cbf76d663449af,59
016c54a71587052826a1ce53c8c6b1d5,73
016c5c3fb572754f302fdac24aa9cfa4,27
016c933a6a74ad49e6e1858462a7ae4d,56
016e3f83ffd18b9394a289a5897ba461,64
016fb9a9ab3b0b9f1d9e7438236b3fba,70
01709d66652d26124875777dda46cfac,59
0171707ab8e7ded84018d1172aa33c51,23
0171c99239a82a0794fe3e4016a0e629,23
017245b7b19b3dc589ca95daf778253f,37
01726eb77399165550482a7037fb6a1d,19
0172748409ef8a6fcba0660cda36f38c,18
017395cf7b4c0be4fa72650f0a8184ed,68
01752e42e854180a9dac35cd803f4e33,24
01755c16c986d88fa552ba8d7da81876,37
0176d6c1606400bd49c88871e15839bb,62
0176dd91cb1143804dd30b2f4968b23a,47
0176ec1982f9f3aa628de3a506191769,67
0178cbf093400335e3d8fd88851e6bf1,28
0179f2f4c32e0b0c2a4cb0d57e7d5a26,46
017af68734338e58b5925665038650ed,38
017b60010b64f28dcc98161205bbf51e,52
017bd021539ebd414e15ef9aa11301ec,25
017c416d7047f02aea089e0ce017e7bb,19
017dd3798ef0f401392abdbc129d78a0,38
017f022018ad01373771ddfd46eb5dc6,57
017ffa5794b42a3527159bc0aff69a62,50
01813ee9f6884594643a63fc9eaf76a1,31
018150959151a39894d01128bc358aed,26
018184ac5f52a821bb00f3ef21d75799,66
018346fb20f70801a88a7b8c6dbc2e31,55
018445b488e6156c2fbdf926808d7228,46
018447394d87c7921d8ee1fb40d91d90,29
0184a596785fae3af62eb04f7c4221f4,38
018546fb1415356fd93cbd77a4338124,45
01861d47cc473c84cecc3781619f6924,49
01866d949d55c81c28d255114948b72b,66
01870df5434a15efdf52f02d895d3931,29
01874b138de5f4447517558ca0d1a3b9,50
0187f8ae367bdb9efa1bb10c65145b61,54
01885ec83523a343957047b0c6fa830a,20
0189d5af848e550cb6e4e03419e13e15,62
018a1c3096d2b2bf4a869cc213c03345,57
